checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,final_outcome_flag,post_decision_status,risk_review_code,confirmed_result_code,case_resolution_type,followup_action_group,outcome_verification_score,workflow_bucket_id,service_path_code,review_priority_index,class
no checking,36,delayed previously,radio/tv,4454,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,34,none,own,2,skilled,1,none,yes,1,pending,route_f,type_4,group_n,B07,0.9421658066166353,route_c,type_4,0.9723275884678985,good
0<=X<200,24,critical/other existing credit,furniture/equipment,4736,<100,<1,2,female div/dep/mar,none,4,car,25,bank,own,1,unskilled resident,1,none,yes,0,pending,route_c,type_1,group_n,B07,0.0,route_f,type_1,0.0,bad
0<=X<200,30,existing paid,radio/tv,2991,no known savings,>=7,2,female div/dep/mar,none,4,car,25,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,1.0,good
no checking,11,existing paid,business,2142,>=1000,>=7,1,male div/sep,none,2,real estate,28,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.92069097584013,route_f,type_4,1.0,good
<0,24,all paid,business,3161,<100,1<=X<4,4,male single,none,2,life insurance,31,none,rent,1,skilled,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.07524732153802567,route_c,type_4,0.8284120068445675,bad
0<=X<200,48,no credits/all paid,other,18424,<100,1<=X<4,1,female div/dep/mar,none,2,life insurance,32,bank,own,1,high qualif/self emp/mgmt,1,yes,no,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,0.18966024426822636,bad
no checking,10,existing paid,used car,2848,100<=X<500,1<=X<4,1,male single,co applicant,2,real estate,32,none,own,1,skilled,2,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_1,1.0,good
<0,6,existing paid,new car,14896,<100,>=7,1,male single,none,4,no known property,68,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,bad
<0,24,existing paid,furniture/equipment,2359,100<=X<500,unemployed,1,male div/sep,none,1,life insurance,33,none,own,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,bad
<0,24,existing paid,furniture/equipment,3345,<100,>=7,4,male single,none,2,life insurance,39,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.11318719555470012,route_f,type_1,0.012612957219349023,bad
no checking,18,critical/other existing credit,furniture/equipment,1817,<100,1<=X<4,4,female div/dep/mar,none,2,no known property,28,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_1,0.616624508597787,good
no checking,48,delayed previously,radio/tv,12749,500<=X<1000,4<=X<7,4,male single,none,1,car,37,none,own,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_c,type_4,group_x,A12,0.8279606115375429,route_c,type_4,0.882216007833473,good
<0,9,existing paid,radio/tv,1366,<100,<1,3,female div/dep/mar,none,4,life insurance,22,none,rent,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,bad
0<=X<200,12,existing paid,new car,2002,<100,4<=X<7,3,male single,none,4,life insurance,30,none,rent,1,skilled,2,yes,yes,1,closed,route_f,type_4,group_x,B07,0.9087509546572509,route_f,type_1,1.0,good
<0,24,all paid,furniture/equipment,6872,<100,<1,2,male div/sep,none,1,life insurance,55,bank,own,1,skilled,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.02467360176245285,route_c,type_4,0.3806696300514224,bad
<0,12,all paid,new car,697,<100,<1,4,male single,none,2,car,46,bank,own,2,skilled,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.11581126179725101,bad
<0,18,critical/other existing credit,furniture/equipment,1049,<100,<1,4,female div/dep/mar,none,4,life insurance,21,none,rent,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.998247876200066,route_f,type_1,1.0,good
<0,48,existing paid,used car,10297,<100,4<=X<7,4,male single,none,4,no known property,39,stores,for free,3,skilled,2,yes,yes,0,pending,route_c,type_1,group_n,A12,0.04126439202850855,route_c,type_1,0.1306554650534743,bad
no checking,30,existing paid,radio/tv,1867,no known savings,>=7,4,male single,none,4,car,58,none,own,1,skilled,1,yes,yes,1,pending,route_f,type_1,group_x,B07,0.9624975735345946,route_c,type_4,0.2278233316617421,good
<0,12,delayed previously,new car,1344,<100,1<=X<4,4,male single,none,2,real estate,43,none,own,2,unskilled resident,2,none,yes,1,closed,route_f,type_4,group_x,A12,1.0,route_c,type_1,1.0,good
<0,24,existing paid,furniture/equipment,1747,<100,<1,4,male single,co applicant,1,life insurance,24,none,own,1,unskilled resident,1,none,no,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.8518030414587934,good
0<=X<200,9,existing paid,radio/tv,1670,<100,<1,4,female div/dep/mar,none,2,car,22,none,own,1,skilled,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.0,bad
no checking,9,critical/other existing credit,new car,1224,<100,1<=X<4,3,male single,none,1,real estate,30,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.7434549097656176,route_f,type_4,1.0,good
no checking,12,critical/other existing credit,radio/tv,522,500<=X<1000,>=7,4,male single,none,4,life insurance,42,none,own,2,skilled,2,yes,yes,1,closed,route_f,type_1,group_x,B07,1.0,route_f,type_4,0.9992551130523952,good
<0,12,existing paid,radio/tv,1498,<100,1<=X<4,4,female div/dep/mar,none,1,car,23,bank,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.8737175141070279,route_f,type_4,1.0,good
0<=X<200,30,delayed previously,radio/tv,1919,100<=X<500,<1,4,male single,none,3,no known property,30,stores,own,2,high qualif/self emp/mgmt,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,bad
>=200,9,existing paid,radio/tv,745,<100,1<=X<4,3,female div/dep/mar,none,2,real estate,28,none,own,1,unskilled resident,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.06348395888010888,route_c,type_4,0.0,bad
0<=X<200,6,existing paid,radio/tv,2063,<100,<1,4,male mar/wid,none,3,car,30,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,1.0,good
0<=X<200,60,existing paid,education,6288,<100,1<=X<4,4,male single,none,4,no known property,42,none,for free,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.9949570336439338,route_c,type_4,0.0,bad
no checking,24,critical/other existing credit,used car,6842,no known savings,1<=X<4,2,male single,none,4,life insurance,46,none,own,2,high qualif/self emp/mgmt,2,yes,yes,1,closed,route_c,type_1,group_x,B07,1.0,route_c,type_4,0.1389944324964127,good
no checking,12,existing paid,new car,3527,no known savings,<1,2,male single,none,3,life insurance,45,none,own,1,high qualif/self emp/mgmt,2,yes,yes,1,closed,route_f,type_1,group_x,B07,0.8086064872972419,route_f,type_4,0.10615622786041609,good
no checking,10,existing paid,new car,1546,<100,1<=X<4,3,male single,none,2,real estate,31,none,own,1,unskilled resident,2,none,no,1,closed,route_f,type_4,group_n,B07,1.0,route_f,type_1,0.6802498072420256,good
no checking,24,existing paid,furniture/equipment,929,no known savings,4<=X<7,4,male single,none,2,car,31,stores,own,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,A12,0.992062463257776,route_f,type_4,0.8317669831762973,good
no checking,4,critical/other existing credit,new car,1455,<100,4<=X<7,2,male single,none,1,real estate,42,none,own,3,unskilled resident,2,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,0.8658051614076518,good
<0,15,existing paid,furniture/equipment,1845,<100,<1,4,female div/dep/mar,guarantor,1,life insurance,46,none,rent,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,A12,0.9283892519261897,route_c,type_1,0.11432828294660974,good
0<=X<200,48,no credits/all paid,new car,8358,500<=X<1000,<1,1,female div/dep/mar,none,1,car,30,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.9679830157259859,route_f,type_4,0.9256753910490634,good
<0,24,all paid,furniture/equipment,3349,500<=X<1000,<1,4,male single,none,4,no known property,30,none,for free,1,skilled,2,yes,yes,0,pending,route_c,type_1,group_n,B07,0.14029291689509532,route_f,type_1,0.0,bad
no checking,12,existing paid,new car,2859,no known savings,unemployed,4,male single,none,4,no known property,38,none,own,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_1,group_x,B07,0.9878055225077089,route_f,type_1,0.7048264102105927,good
no checking,18,existing paid,furniture/equipment,1533,<100,<1,4,male mar/wid,co applicant,1,life insurance,43,none,own,1,unskilled resident,2,none,yes,0,closed,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.470997122634851,bad
no checking,24,existing paid,radio/tv,3621,100<=X<500,>=7,2,male single,none,4,car,31,none,own,2,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.3380914087109413,route_c,type_1,0.014417112794748149,bad
0<=X<200,18,critical/other existing credit,business,3590,<100,unemployed,3,male mar/wid,none,3,car,40,none,own,3,unemp/unskilled non res,2,yes,yes,1,closed,route_f,type_4,group_x,B07,0.8570864588578828,route_f,type_1,1.0,good
<0,36,delayed previously,business,2145,<100,4<=X<7,2,male single,none,1,car,24,none,own,2,skilled,1,yes,yes,0,closed,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,bad
0<=X<200,24,existing paid,used car,4113,500<=X<1000,<1,3,female div/dep/mar,none,4,car,28,none,rent,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,1.0,route_f,type_4,0.0,bad
no checking,36,existing paid,furniture/equipment,10974,<100,unemployed,4,female div/dep/mar,none,2,car,26,none,own,2,high qualif/self emp/mgmt,1,yes,yes,0,pending,route_c,type_1,group_n,B07,0.03545931994662268,route_f,type_1,0.38731864262809007,bad
<0,12,existing paid,new car,1893,<100,1<=X<4,4,female div/dep/mar,guarantor,4,life insurance,29,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_1,group_x,B07,0.9748589592191521,route_c,type_1,0.0,good
<0,24,critical/other existing credit,radio/tv,1231,>=1000,>=7,4,female div/dep/mar,none,4,life insurance,57,none,rent,2,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.9755192509052641,route_c,type_4,1.0,good
>=200,30,critical/other existing credit,radio/tv,3656,no known savings,>=7,4,male single,none,4,life insurance,49,stores,own,2,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.9688715277168459,route_f,type_4,0.0,good
0<=X<200,9,critical/other existing credit,radio/tv,1154,<100,>=7,2,male single,none,4,real estate,37,none,own,3,unskilled resident,1,none,yes,1,closed,route_c,type_4,group_x,A12,0.8521387637366432,route_f,type_1,0.9179872662346065,good
<0,28,existing paid,new car,4006,<100,1<=X<4,3,male single,none,2,car,45,none,own,1,unskilled resident,1,none,yes,0,pending,route_c,type_4,group_n,A12,0.2849040459110116,route_c,type_4,0.0,bad
0<=X<200,24,existing paid,furniture/equipment,3069,100<=X<500,>=7,4,male single,none,4,no known property,30,none,for free,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.9708512034029776,route_f,type_1,0.0,good
no checking,6,critical/other existing credit,radio/tv,1740,<100,>=7,2,male mar/wid,none,2,real estate,30,none,rent,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,A12,1.0,route_f,type_1,0.007176950265531315,good
0<=X<200,21,delayed previously,new car,2353,<100,1<=X<4,1,male div/sep,none,4,life insurance,47,none,own,2,skilled,1,none,yes,1,closed,route_f,type_1,group_x,B07,0.9556584963571872,route_f,type_4,0.0,good
no checking,15,existing paid,new car,3556,no known savings,1<=X<4,3,male single,none,2,no known property,29,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.9529938134128985,route_f,type_4,0.0,good
no checking,24,existing paid,radio/tv,2397,500<=X<1000,>=7,3,male single,none,2,car,35,bank,own,2,skilled,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,bad
0<=X<200,6,existing paid,repairs,454,<100,<1,3,male mar/wid,none,1,life insurance,22,none,own,1,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.0,route_f,type_4,0.0,good
0<=X<200,30,existing paid,radio/tv,1715,no known savings,1<=X<4,4,female div/dep/mar,none,1,car,26,none,own,1,skilled,1,none,yes,1,closed,route_f,type_1,group_n,B07,0.9787176989339981,route_c,type_4,0.3064267910935002,good
0<=X<200,27,critical/other existing credit,radio/tv,2520,500<=X<1000,1<=X<4,4,male single,none,2,life insurance,23,none,own,2,unskilled resident,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,bad
no checking,15,existing paid,radio/tv,3568,<100,>=7,4,female div/dep/mar,none,2,car,54,bank,rent,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_1,0.0,good
no checking,42,existing paid,radio/tv,7166,no known savings,4<=X<7,2,male mar/wid,none,4,life insurance,29,none,rent,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_n,B07,0.8414372344200517,route_f,type_1,0.8800756193072727,good
<0,11,critical/other existing credit,new car,3939,<100,1<=X<4,1,male single,none,2,real estate,40,none,own,2,unskilled resident,2,none,yes,1,closed,route_f,type_1,group_x,B07,0.9235279989739817,route_f,type_1,0.9834828606128063,good
0<=X<200,15,existing paid,repairs,1514,100<=X<500,1<=X<4,4,male single,guarantor,2,real estate,22,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.8809566381550841,route_c,type_1,1.0,good
no checking,24,existing paid,new car,7393,<100,1<=X<4,1,male single,none,4,life insurance,43,none,own,1,unskilled resident,2,none,yes,1,closed,route_f,type_1,group_n,A12,1.0,route_c,type_4,1.0,good
<0,24,all paid,new car,1193,<100,unemployed,1,female div/dep/mar,co applicant,4,no known property,29,none,rent,2,unemp/unskilled non res,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,1.0,bad
<0,60,existing paid,business,7297,<100,>=7,4,male single,co applicant,4,no known property,36,none,rent,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.07450472942621311,route_c,type_1,0.22031873781178365,bad
no checking,30,critical/other existing credit,radio/tv,2831,<100,1<=X<4,4,female div/dep/mar,none,2,car,33,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_1,group_x,B07,1.0,route_f,type_4,1.0,good
>=200,24,existing paid,radio/tv,1258,500<=X<1000,1<=X<4,3,female div/dep/mar,none,3,car,57,none,own,1,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.0,route_f,type_1,0.050396393045207544,good
0<=X<200,6,existing paid,radio/tv,753,<100,1<=X<4,2,female div/dep/mar,guarantor,3,real estate,64,none,own,1,skilled,1,none,yes,1,closed,route_f,type_1,group_x,B07,0.8175725423753879,route_f,type_1,1.0,good
0<=X<200,18,delayed previously,business,2427,no known savings,>=7,4,male single,none,2,life insurance,42,none,own,2,skilled,1,none,yes,1,closed,route_f,type_1,group_x,B07,0.819249613713811,route_f,type_4,1.0,good
no checking,24,delayed previously,new car,2538,<100,>=7,4,male single,none,4,car,47,none,own,2,unskilled resident,2,none,yes,0,pending,route_c,type_1,group_n,A12,0.11391873858548057,route_c,type_1,0.029157440260593318,bad
0<=X<200,15,all paid,new car,1264,100<=X<500,1<=X<4,2,male mar/wid,none,2,life insurance,25,none,rent,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.07094405947642225,bad
0<=X<200,30,critical/other existing credit,furniture/equipment,8386,<100,4<=X<7,2,male single,none,2,life insurance,49,none,own,1,skilled,1,none,yes,0,pending,route_c,type_4,group_n,A12,0.051943525965438386,route_f,type_1,0.6311630649180155,bad
no checking,48,existing paid,business,4844,<100,unemployed,3,male single,none,2,car,33,bank,rent,1,high qualif/self emp/mgmt,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.015151257051229014,route_c,type_4,0.05915415024034532,bad
>=200,21,existing paid,new car,2923,100<=X<500,1<=X<4,1,female div/dep/mar,none,1,car,28,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_1,0.687391127109625,good
<0,36,existing paid,used car,8229,<100,1<=X<4,2,male single,none,2,life insurance,26,none,own,1,skilled,2,none,yes,0,pending,route_c,type_1,group_n,A12,0.06248498703958011,route_f,type_4,0.0,bad
no checking,24,critical/other existing credit,furniture/equipment,2028,<100,4<=X<7,2,male single,none,2,life insurance,30,none,own,2,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.876288621064628,route_f,type_1,0.03905793452760803,good
<0,15,critical/other existing credit,furniture/equipment,1433,<100,1<=X<4,4,female div/dep/mar,none,3,life insurance,25,none,rent,2,skilled,1,none,yes,1,closed,route_f,type_1,group_x,B07,0.8707425162805468,route_c,type_4,0.774399084471989,good
>=200,42,no credits/all paid,business,6289,<100,<1,2,male div/sep,none,1,life insurance,33,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,A12,1.0,route_f,type_4,0.998559465361066,good
no checking,13,existing paid,radio/tv,1409,100<=X<500,unemployed,2,female div/dep/mar,none,4,real estate,64,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.0,route_f,type_1,0.028032990168347618,good
<0,24,existing paid,used car,6579,<100,unemployed,4,male single,none,2,no known property,29,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.0,route_c,type_1,1.0,good
0<=X<200,24,critical/other existing credit,radio/tv,1743,<100,>=7,4,male single,none,2,life insurance,48,none,own,2,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_n,B07,0.0859600769696121,route_f,type_4,0.8169154150739745,good
no checking,12,critical/other existing credit,education,3565,no known savings,<1,2,male single,none,1,life insurance,37,none,own,2,unskilled resident,2,none,yes,1,closed,route_f,type_4,group_n,A12,0.0,route_f,type_4,1.0,good
no checking,15,all paid,radio/tv,1569,100<=X<500,>=7,4,male single,none,4,car,34,bank,own,1,unskilled resident,2,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,0.981929864615619,good
<0,18,existing paid,radio/tv,1936,no known savings,4<=X<7,2,male mar/wid,none,4,car,23,none,rent,2,unskilled resident,1,none,yes,1,closed,route_f,type_1,group_x,B07,1.0,route_c,type_1,0.08931782523466028,good
<0,36,existing paid,furniture/equipment,3959,<100,unemployed,4,male single,none,3,life insurance,30,none,own,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.7577209781757333,good
no checking,12,existing paid,new car,2390,no known savings,>=7,4,male single,none,3,car,50,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,0.9638886697488126,good
